text,label,merchant_family,split
PACIFIC DENTAL 5685 ELM RD MIAMI 33101 FL USA,Other,bulk_other_debit_train_236,train
MERCARI 2323 PARK PKWY COLUMBUS 43201 OH USA,Other,bulk_other_debit_train_237,train
SALLY BEAUTY; SUBSCRIPTION,Other,bulk_other_debit_train_238,train
LIBERTY MUTUAL 5400 UNIVERSITY DR NASHVILLE 37201 TN USA,Other,bulk_other_debit_train_239,train
LEMONADE BILLING PPD ID: 8680229590,Other,bulk_other_debit_train_240,train
AMERICAS BEST EYE CARE,Other,bulk_other_credit_train_241,train
Card Replacement Fee,Other,bulk_other_debit_train_242,train
Paypal *crunch Fitness N89ukkiqa2,Other,bulk_other_debit_train_243,train
BISHOPS CUT 9599 OAK LN SAN JOSE95101 CA USA,Other,bulk_other_debit_train_244,train
PAYPAL INST XFER GOLD'S GYM WEB ID: PAYPALSI89,Other,bulk_other_debit_train_245,train
KAYAK 9961 MAIN WAY CHICAGO60601 IL USA,Other,bulk_other_debit_train_246,train
PG AND E EBILL WEB ID: OLZ323XD,Other,bulk_other_debit_train_247,train
ULTA SALON*J7FYK3I45P82,Other,bulk_other_debit_train_248,train
FRONTIER AIRLINES - SAN JOSE,Other,bulk_other_debit_train_249,train
DR. SINGH ORTHOPEDICS,Other,bulk_other_debit_train_250,train
SANCHEZ DERMATOLOGY,Other,bulk_other_debit_train_251,train
PP*ULTA SALON,Other,bulk_other_debit_train_252,train
MASS MUTUAL 5215 MISSION PKWY RALEIGH 27601 NC USA,Other,bulk_other_debit_train_253,train
ACCOUNT CLOSURE FEE - 66/37,Other,bulk_other_debit_train_254,train
US MOBILE INTERNET WEB ID: J4G2ELVB,Other,bulk_other_debit_train_255,train
SEPHORA*QEKF6JVUH,Other,bulk_other_debit_train_256,train
PAYPAL INST XFER ROOSTERS WEB ID: PAYPALSI31,Other,bulk_other_debit_train_257,train
SPECTRUM 5066 ELM WAY BROOKLYN 11201 NY USA,Other,bulk_other_debit_train_258,train
AMERICAN WATER ONLINE PMT WEB ID: JTFGSGLM,Other,bulk_other_debit_train_259,train
BALANCE TRANSFER FEE - 46/44,Other,bulk_other_debit_train_260,train
AMZN MKTP US*IT6D25OMV6,Other,bulk_other_debit_train_261,train
Preauthorized Withdrawal to NORWEGIAN CRUISE,Other,bulk_other_debit_train_262,train
KAISER PERMANENTE,Other,bulk_other_debit_train_263,train
HARTFORD 3171 MAIN ST SAN FRANCISCO94102 CA USA,Other,bulk_other_credit_train_264,train
RITE AID.COM,Other,bulk_other_debit_train_265,train
TALKSPACE 5122 OAK BLVD TAMPA 33601-4040FL USA,Other,bulk_other_debit_train_266,train
24 Hour Fitness - Chicago,Other,bulk_other_debit_train_267,train
EXPEDIA 3087 PARK CT CHARLOTTE 28201-9403NC USA,Other,bulk_other_debit_train_268,train
Annual Fee - 89/31,Other,bulk_other_debit_train_269,train
METRO BY T-MOBILEELECTRIC WEB ID: EP5TNIAV,Other,bulk_other_debit_train_270,train
MAC COSMETICS*T67PLMDD3SSQ,Other,bulk_other_debit_train_271,train
MARTIN ORTHOPEDICS,Other,bulk_other_debit_train_272,train
PYPL*Northwest Registered Agent,Other,bulk_other_debit_train_273,train
PAYPAL *HEALTHY PET 86ZJLCPXEH,Other,bulk_other_debit_train_274,train
CASH ADVANCE FEE - 38/85,Other,bulk_other_debit_train_275,train
WORDPRESS.COM #1371 PHILADELPHIA,Other,bulk_other_debit_train_276,train
HOME WARRANTY 7816 OAK WAY MINNEAPOLIS55401 MN USA,Other,bulk_other_debit_train_277,train
SUTTER HEALTH MEDICAL PMT WEB ID: CHHTK5VM,Other,bulk_other_debit_train_278,train
DENTAL365 4781 OAK ST MINNEAPOLIS 55401 MN USA,Other,bulk_other_debit_train_279,train
PROGRESSIVE 5706 MARKET RD NASHVILLE37201 TN USA,Other,bulk_other_debit_train_280,train
FRONTIER ELECTRIC WEB ID: LOUMSVKI,Other,bulk_other_debit_train_281,train
WASTE MANAGEMENT 5117 MISSION PKWY SEATTLE 98101-8462WA USA,Other,bulk_other_debit_train_282,train
TARGET T-9945,Other,bulk_other_debit_train_283,train
CERAVE.com,Other,bulk_other_debit_train_284,train
withdrawal from city water electric,Other,bulk_other_debit_train_285,train
ladder 6972 industrial ct fremont 94536-9698ca usa,Other,bulk_other_debit_train_286,train
Lenscrafters - Houston,Other,bulk_other_credit_train_287,train
STOP PAYMENT FEE - 35/56,Other,bulk_other_debit_train_288,train
HCA HEALTHCARE; PAYMENT,Other,bulk_other_debit_train_289,train
HOMESERVE 4454 MISSION DR PHOENIX 85001-2475AZ USA,Other,bulk_other_debit_train_290,train
AMZN MKTP US*STZW3ARAZ,Other,bulk_other_debit_train_291,train
Sephora 6541 Market Pkwy San Diego92101 Ca Usa,Other,bulk_other_debit_train_292,train
DR. HARRIS OPTOMETRY,Other,bulk_other_debit_train_293,train
DILLARD'S*YHCO2PVUZ,Other,bulk_other_credit_train_294,train
white family medicine,Other,bulk_other_debit_train_295,train
PAYPAL *Floyd's 99,Other,bulk_other_debit_train_296,train
Homeserve 5324 Broadway Ave Dallas75201 Tx Usa,Other,bulk_other_debit_train_297,train
KAISER PERMANENTEMEDICAL PMT WEB ID: 7REW6EYL,Other,bulk_other_debit_train_298,train
TSA PRECHECK.com,Other,bulk_other_debit_train_299,train
ACCOUNT CLOSURE FEE - 80/28,Other,bulk_other_debit_train_300,train
FLORIDA POWER ONLINE PMT WEB ID: MPKTGILF,Other,bulk_other_debit_train_301,train
BEST WESTERN 4290 OAK AVE SAN FRANCISCO 94102-5674CA USA,Other,bulk_other_debit_train_302,train
Northwest Registered Agent 2242 Center Way Portland 97201 Or Usa,Other,bulk_other_debit_train_303,train
PP*Shutterfly,Other,bulk_other_debit_train_304,train
NEW YORK LIFE PREMIUM,Other,bulk_other_debit_train_305,train
DENTAL365 4688 CENTER DR PORTLAND 97201-8905OR USA,Other,bulk_other_debit_train_306,train
BESTOW 5994 OAK RD NEW YORK 10001-4394NY USA,Other,bulk_other_debit_train_307,train
Kindle Unltd*IPIFW1FUU,Other,bulk_other_credit_train_308,train
TING 9100 INDUSTRIAL BLVD QUEENS 11101-0047NY USA,Other,bulk_other_debit_train_309,train
DERMALOGICA 6940 MAIN LN BOSTON 02101 MA USA,Other,bulk_other_debit_train_310,train
WITHDRAWAL FROM CRICKET ELECTRIC,Other,bulk_other_debit_train_311,train
PreApproved Payment Bill User Payment: HAVEN LIFE,Other,bulk_other_debit_train_312,train
Ach Return Fee - 53/64,Other,bulk_other_debit_train_313,train
DR. PARK PSYCHIATRY,Other,bulk_other_debit_train_314,train
CROSSFIT 2309 MARKET AVE QUEENS 11101 NY USA,Other,bulk_other_debit_train_315,train
ENTERPRISE - BROOKLYN,Other,bulk_other_credit_train_316,train
VERIZON AUTOPAY WEB ID: IS1BRPUD,Other,bulk_other_debit_train_317,train
T-MOBILE INTERNET WEB ID: 0L7SN8Y1,Other,bulk_other_debit_train_318,train
ATM FEE - 99/10,Other,bulk_other_debit_train_319,train
DR. THOMAS FAMILY MEDICINE,Other,bulk_other_debit_validation_0,validation
PAYPAL *cvs,Other,bulk_other_debit_validation_1,validation
PAYPAL *NATIONAL CAR RENTAL,Other,bulk_other_debit_validation_2,validation
EXPRESS CHECKOUT PAYMENT: ALASKA AIRLINES,Other,bulk_other_debit_validation_3,validation
MAYO CLINIC.com,Other,bulk_other_debit_validation_4,validation
PP*FLOYD'S 99,Other,bulk_other_debit_validation_5,validation
google fiber 9014 center ave brooklyn 11201-1577ny usa,Other,bulk_other_debit_validation_6,validation
T-MOBILE AUTOPAY WEB ID: T63L3F40,Other,bulk_other_debit_validation_7,validation
Coned 2107 Industrial Pkwy Miami 33101 Fl Usa,Other,bulk_other_debit_validation_8,validation
PP*Tripadvisor,Other,bulk_other_debit_validation_9,validation
Express Checkout Payment: KAYAK,Other,bulk_other_debit_validation_10,validation
TARGET T-1424,Other,bulk_other_debit_validation_11,validation
ROSS DRESS FOR LESS*J0G887H04EKP,Other,bulk_other_debit_validation_12,validation
PreApproved Payment Bill User Payment: HOTWIRE,Other,bulk_other_credit_validation_13,validation
PAYMENT TO: PRIORITY PASS,Other,bulk_other_debit_validation_14,validation
EXPRESS CHECKOUT PAYMENT: JC PENNEY,Other,bulk_other_debit_validation_15,validation
MAC COSMETICS - UNION CITY,Other,bulk_other_debit_validation_16,validation
YMCA #2529 LAS VEGAS,Other,bulk_other_debit_validation_17,validation
DOLLAR RENT A CAR #93663 AUSTIN,Other,bulk_other_debit_validation_18,validation
HOTWIRE 2648 BROADWAY BLVD PITTSBURGH 15201-2603PA USA,Other,bulk_other_debit_validation_19,validation
BATH & BODY WORKS 5315 PARK WAY CHICAGO 60601-8675IL USA,Other,bulk_other_debit_validation_20,validation
Target T-9871,Other,bulk_other_debit_validation_21,validation
BOOKING.COM; PAYMENT,Other,bulk_other_debit_validation_22,validation
massage envy #9959 minneapolis,Other,bulk_other_debit_validation_23,validation
PYPL*CEREBRAL,Other,bulk_other_debit_validation_24,validation
COX CABLE SVC WEB ID: ZXONOMY5,Other,bulk_other_debit_validation_25,validation
WESTERN DENTAL 9092 OAK PKWY QUEENS 11101 NY USA,Other,bulk_other_debit_validation_26,validation
CHEN OPTOMETRY,Other,bulk_other_debit_validation_27,validation
PP*EQUINOX,Other,bulk_other_debit_validation_28,validation
HARTFORD 8956 UNIVERSITY LN OAKLAND 94601-3272CA USA,Other,bulk_other_debit_validation_29,validation
IFIXIT 151 CENTER WAY SACRAMENTO 95814 CA USA,Other,bulk_other_debit_validation_30,validation
PAYPAL *ETSY 0ZQTGVXXEI,Other,bulk_other_debit_validation_31,validation
Late Payment Fee - 63/26,Other,bulk_other_debit_validation_32,validation
AMAZON MARKTPLACE*A1VG18CGZJU,Other,bulk_other_debit_validation_33,validation
24 Hour Fitness 4254 Park St Seattle 98101-1421wa Usa,Other,bulk_other_debit_validation_34,validation
bluemercury - brooklyn,Other,bulk_other_debit_validation_35,validation
MAYO CLINIC 3980 CENTER DR ORLANDO 32801-7195FL USA,Other,bulk_other_debit_validation_36,validation
COSTCO PHARMACY 3291 OAK PKWY RALEIGH 27601-5709NC USA,Other,bulk_other_debit_validation_37,validation
EVERSOURCE CABLE SVC WEB ID: R18H042T,Other,bulk_other_debit_validation_38,validation
PAYPAL INST XFER LA FITNESS WEB ID: PAYPALSI21,Other,bulk_other_debit_validation_39,validation
PreApproved Payment Bill User Payment: TSA PRECHECK,Other,bulk_other_debit_test_0,test
COX 3989 BROADWAY AVE SEATTLE 98101-9197WA USA,Other,bulk_other_debit_test_1,test
VISIONWORKS #70718 COLUMBUS,Other,bulk_other_debit_test_2,test
INACTIVITY FEE - 50/05,Other,bulk_other_debit_test_3,test
PAYPAL INST XFER SEPHORA WEB ID: PAYPALSI82,Other,bulk_other_debit_test_4,test
PreApproved Payment Bill User Payment: CHOICE HOME WARRANTY,Other,bulk_other_debit_test_5,test
LULULEMON #9857 PHILADELPHIA,Other,bulk_other_debit_test_6,test
BETTERHELP.COM,Other,bulk_other_debit_test_7,test
CITY WATER 3852 UNIVERSITY WAY CHARLOTTE28201 NC USA,Other,bulk_other_debit_test_8,test
DR CLARK PHYSICAL THERAPY,Other,bulk_other_debit_test_9,test
AMERICAN AIRLINES 1524 OAK LN PHILADELPHIA 19101 PA USA,Other,bulk_other_debit_test_10,test
DOCTOR ON DEMAND VIRTUAL VISIT,Other,bulk_other_debit_test_11,test
DR. PEREZ DERMATOLOGY,Other,bulk_other_debit_test_12,test
Floyd's 99 718 Market Blvd Philadelphia 19101-6296pa Usa,Other,bulk_other_debit_test_13,test
Hand & Stone 61994,Other,bulk_other_debit_test_14,test
Radisson - San Jose,Other,bulk_other_debit_test_15,test
AT&T ELECTRIC WEB ID: ZO257O93,Other,bulk_other_debit_test_16,test
AMZN DIGITAL*629S1NX38L,Other,bulk_other_debit_test_17,test
paypal *doctor on demand af9ykydjmm,Other,bulk_other_debit_test_18,test
DR. LOPEZ PSYCHIATRY,Other,bulk_other_debit_test_19,test
SPORTS CLIPS,Other,bulk_other_debit_test_20,test
24 hour fitness inc.,Other,bulk_other_debit_test_21,test
ORANGETHEORY 2060 INDUSTRIAL CT PHILADELPHIA 19101-0513PA USA,Other,bulk_other_debit_test_22,test
SEPHORA 2246 CENTER AVE UNION CITY 94587-1141CA USA,Other,bulk_other_debit_test_23,test
walmart 4849 austin,Other,bulk_other_debit_test_24,test
AMAZON MARKTPLACE*MKCCO4TV7,Other,bulk_other_debit_test_25,test
MARRIOTT*N101Y2EXB7V,Other,bulk_other_debit_test_26,test
CITY WATER ONLINE PMT WEB ID: UQ2ZLUID,Other,bulk_other_debit_test_27,test
KAYAK 1439 PARK CT PHILADELPHIA 19101-1466PA USA,Other,bulk_other_debit_test_28,test
Withdrawal From Floyd's 99,Other,bulk_other_debit_test_29,test
BALANCE TRANSFER FEE - 55/16,Other,bulk_other_debit_test_30,test
STOP PAYMENT FEE - 07/68,Other,bulk_other_debit_test_31,test
PYPL *PRICELINE,Other,bulk_other_debit_test_32,test
CROSSFIT - NEWARK,Other,bulk_other_debit_test_33,test
DOUBLETREE 2659 UNIVERSITY ST ATLANTA30301 GA USA,Other,bulk_other_debit_test_34,test
Abc Fine Wine 8462 Main Rd Dallas 75201 Tx Usa,Other,bulk_other_debit_test_35,test
preauthorized withdrawal to cvs,Other,bulk_other_credit_test_36,test
AQUA AMERICA ONLINE PMT WEB ID: K88GXI6H,Other,bulk_other_debit_test_37,test
TARGET T-4414,Other,bulk_other_debit_test_38,test
SPECTRUM EBILL WEB ID: 4RB72WSB,Other,bulk_other_debit_test_39,test
BETMGM 4668 MAIN LN HOUSTON 77001-3201TX USA,Entertainment,bulk_entertainment_debit_train_0,train
AXSTICKETS; Subscription,Entertainment,bulk_entertainment_debit_train_1,train
ACTIVISION PURCHASE,Entertainment,bulk_entertainment_debit_train_2,train
Fandango - Seattle,Entertainment,bulk_entertainment_debit_train_3,train
ZOO LLC,Entertainment,bulk_entertainment_credit_train_4,train
MLB.TV 8931 OAK LN TAMPA 33601-6844FL USA,Entertainment,bulk_entertainment_debit_train_5,train
AQUARIUM 1237 BROADWAY BLVD UNION CITY 94587 CA USA,Entertainment,bulk_entertainment_debit_train_6,train
PLAYSTATION.COM,Entertainment,bulk_entertainment_debit_train_7,train
CINEMARK; SUBSCRIPTION,Entertainment,bulk_entertainment_debit_train_8,train
espn+ 505 center ct new york10001 ny usa,Entertainment,bulk_entertainment_debit_train_9,train
MUSEUM - AUSTIN,Entertainment,bulk_entertainment_debit_train_10,train
Express Checkout Payment: DRIVING RANGE,Entertainment,bulk_entertainment_debit_train_11,train
ESCAPE ROOM - SAN FRANCISCO,Entertainment,bulk_entertainment_debit_train_12,train
PAYPAL *AXSTICKETS V6Q8IA5B0K,Entertainment,bulk_entertainment_debit_train_13,train
go kart.com,Entertainment,bulk_entertainment_debit_train_14,train
axstickets - columbus,Entertainment,bulk_entertainment_debit_train_15,train
MOHEGAN SUN 5114 MISSION CT HOUSTON 77001 TX USA,Entertainment,bulk_entertainment_debit_train_16,train
PP*NBA LEAGUE PASS,Entertainment,bulk_entertainment_debit_train_17,train
LIVENATION 999 MARKET AVE NEW YORK 10001 NY USA,Entertainment,bulk_entertainment_debit_train_18,train
GOLF COURSE 5694 MARKET RD SAN FRANCISCO 94102-4571CA USA,Entertainment,bulk_entertainment_debit_train_19,train
GOLF COURSE 6892 OAK DR SACRAMENTO 95814-1602CA USA,Entertainment,bulk_entertainment_debit_train_20,train
HORSESHOE CASINO 3919 OAK LN ORLANDO 32801-9012FL USA,Entertainment,bulk_entertainment_credit_train_21,train
SKATING RINK; Payment,Entertainment,bulk_entertainment_debit_train_22,train
DAZN 7969 PARK PKWY PORTLAND97201 OR USA,Entertainment,bulk_entertainment_debit_train_23,train
AQUARIUM 746 PARK ST CHICAGO 60601 IL USA,Entertainment,bulk_entertainment_debit_train_24,train
PAYPAL *TRAMPOLINE PARK R4L6WCYS2B,Entertainment,bulk_entertainment_debit_train_25,train
ESCAPE ROOM 2544 BROADWAY PKWY SACRAMENTO 95814 CA USA,Entertainment,bulk_entertainment_debit_train_26,train
NINTENDO GAME,Entertainment,bulk_entertainment_debit_train_27,train
Bungie 9475 Industrial St Denver80201 Co Usa,Entertainment,bulk_entertainment_debit_train_28,train
horseshoe casino deposit,Entertainment,bulk_entertainment_debit_train_29,train
skating rink #621 fremont,Entertainment,bulk_entertainment_debit_train_30,train
Fubotv Corp,Entertainment,bulk_entertainment_debit_train_31,train
WITHDRAWAL FROM BLIZZARD,Entertainment,bulk_entertainment_debit_train_32,train
DAVE & BUSTER'S 6773 UNIVERSITY CT RALEIGH27601 NC USA,Entertainment,bulk_entertainment_debit_train_33,train
Express Checkout Payment: TOPGOLF,Entertainment,bulk_entertainment_debit_train_34,train
ZOO 635 MAIN AVE CHARLOTTE 28201-2800NC USA,Entertainment,bulk_entertainment_debit_train_35,train
THEME PARK 1732 MAIN PKWY SALT LAKE CITY 84101-3754UT USA,Entertainment,bulk_entertainment_credit_train_36,train
IMAX; SUBSCRIPTION,Entertainment,bulk_entertainment_debit_train_37,train
THEME PARK - PHILADELPHIA,Entertainment,bulk_entertainment_debit_train_38,train
Climbing Gym #4048 Dallas,Entertainment,bulk_entertainment_debit_train_39,train
Mgm Grand Deposit,Entertainment,bulk_entertainment_debit_train_40,train
MINI GOLF #95105 DENVER,Entertainment,bulk_entertainment_credit_train_41,train
CAESARS SPORTSBOOK 8118 MAIN BLVD SAN JOSE 95101 CA USA,Entertainment,bulk_entertainment_debit_train_42,train
FANDANGO #71677 MIAMI,Entertainment,bulk_entertainment_credit_train_43,train
THEME PARK #46974 UNION CITY,Entertainment,bulk_entertainment_debit_train_44,train
SUBSCRIPTION PAYMENT: BOWLING,Entertainment,bulk_entertainment_debit_train_45,train
zoo 6214 market dr san francisco 94102-7325ca usa,Entertainment,bulk_entertainment_debit_train_46,train
TICKETMASTER 9359 ELM DR SACRAMENTO95814 CA USA,Entertainment,bulk_entertainment_debit_train_47,train
TICKETMASTER 3716 ELM DR CHICAGO60601 IL USA,Entertainment,bulk_entertainment_debit_train_48,train
PreApproved Payment Bill User Payment: NFL SUNDAY TICKET,Entertainment,bulk_entertainment_debit_train_49,train
SKATING RINK; SERVICE,Entertainment,bulk_entertainment_debit_train_50,train
preauthorized withdrawal to roblox,Entertainment,bulk_entertainment_debit_train_51,train
Payment To: Skating Rink,Entertainment,bulk_entertainment_debit_train_52,train
EXPRESS CHECKOUT PAYMENT: MINI GOLF,Entertainment,bulk_entertainment_debit_train_53,train
Withdrawal From Valve,Entertainment,bulk_entertainment_credit_train_54,train
CLIMBING GYM 6245 BROADWAY AVE TAMPA33601 FL USA,Entertainment,bulk_entertainment_debit_train_55,train
PAYMENT TO: REGAL CINEMAS,Entertainment,bulk_entertainment_debit_train_56,train
Stubhub 1516 Market Ct Queens11101 Ny Usa,Entertainment,bulk_entertainment_debit_train_57,train
AMC THEATRES 1531 MAIN WAY PHILADELPHIA 19101-2888PA USA,Entertainment,bulk_entertainment_debit_train_58,train
XBOX,Entertainment,bulk_entertainment_debit_train_59,train
PAYPAL *AXSTICKETS MI4FLY3RCA,Entertainment,bulk_entertainment_debit_train_60,train
PYPL *FUBOTV,Entertainment,bulk_entertainment_debit_train_61,train
SKATING RINK 6392 BROADWAY PKWY ATLANTA 30301 GA USA,Entertainment,bulk_entertainment_debit_train_62,train
PAYPAL *AMC THEATRES 82P1ZSITDL,Entertainment,bulk_entertainment_debit_train_63,train
AXSTICKETS*D7DK6QHJIJFF,Entertainment,bulk_entertainment_debit_train_64,train
PreApproved Payment Bill User Payment: Laser Tag,Entertainment,bulk_entertainment_debit_train_65,train
ESCAPE ROOM 4784 MAIN CT SAN DIEGO 92101 CA USA,Entertainment,bulk_entertainment_debit_train_66,train
Bowling 6961 Industrial Ct Sacramento95814 Ca Usa,Entertainment,bulk_entertainment_debit_train_67,train
AXSTICKETS 5905 MARKET PKWY NEW YORK10001 NY USA,Entertainment,bulk_entertainment_debit_train_68,train
MLB.TV.COM,Entertainment,bulk_entertainment_debit_train_69,train
PYPL*CINEMARK,Entertainment,bulk_entertainment_debit_train_70,train
driving range - raleigh,Entertainment,bulk_entertainment_debit_train_71,train
Ticketmaster 8360 Market Ln San Francisco 94102-6203ca Usa,Entertainment,bulk_entertainment_debit_train_72,train
TRAMPOLINE PARK 2068 MAIN DR HOUSTON 77001 TX USA,Entertainment,bulk_entertainment_debit_train_73,train
LIVENATION CO,Entertainment,bulk_entertainment_debit_train_74,train
FANDANGO 2815 PARK BLVD UNION CITY94587 CA USA,Entertainment,bulk_entertainment_debit_train_75,train
NINTENDO 8746 MAIN CT UNION CITY 94587-7709CA USA,Entertainment,bulk_entertainment_debit_train_76,train
LIVENATION - SAN DIEGO,Entertainment,bulk_entertainment_debit_train_77,train
BOWLING 7855 MARKET LN UNION CITY94587 CA USA,Entertainment,bulk_entertainment_debit_train_78,train
axstickets 7408 university dr union city 94587 ca usa,Entertainment,bulk_entertainment_debit_train_79,train
PreApproved Payment Bill User Payment: UBISOFT,Entertainment,bulk_entertainment_debit_train_80,train
PAYPAL INST XFER NFL SUNDAY TICKETWEB ID: PAYPALSI92,Entertainment,bulk_entertainment_debit_train_81,train
TOPGOLF 9828 OAK DR CHICAGO60601 IL USA,Entertainment,bulk_entertainment_debit_train_82,train
Mlb.tv - Portland,Entertainment,bulk_entertainment_debit_train_83,train
escape room 6799 broadway st raleigh 27601 nc usa,Entertainment,bulk_entertainment_debit_train_84,train
regal cinemas 7055 oak ln philadelphia 19101-1515pa usa,Entertainment,bulk_entertainment_debit_train_85,train
Mgm Grand 6113 Center Rd Seattle 98101-9968wa Usa,Entertainment,bulk_entertainment_debit_train_86,train
PAYPAL INST XFER AXSTICKETS WEB ID: PAYPALSI97,Entertainment,bulk_entertainment_debit_train_87,train
PREAUTHORIZED WITHDRAWAL TO MINI GOLF,Entertainment,bulk_entertainment_debit_train_88,train
ZOO 9719 ELM DR RALEIGH 27601-1240NC USA,Entertainment,bulk_entertainment_debit_train_89,train
